OrderID,OrderDate,CustomerID,CustomerName,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
69,12/27/2024,69,Leta Angerstein,United Arab Emirates,69,Home Decor,Truffle Parmesan Fries,79,645.55,50998.45,error: undefined method `first' for nil:NilClass
70,3/13/2022,70,Kerry Wedge,China,70,Clothing,Whole Grain Hamburger Buns,13,1762.8,22916.4,error: undefined method `first' for nil:NilClass
71,7/11/2023,71,Brand Stuckford,China,71,Electronics,Wall-Mounted Bookshelf,46,690.99,31785.54,error: undefined method `first' for nil:NilClass
72,12/23/2020,72,Lyndell Lowey,China,72,Home Decor,Oats,38,1142.58,43418.04,error: undefined method `first' for nil:NilClass
73,2/4/2025,73,Barn Clemensen,Russia,73,Pet Supplies,Rolling Cooler,96,1451.86,139378.56,error: undefined method `first' for nil:NilClass
74,5/28/2023,74,Carley Wellman,Philippines,74,Outdoor Gear,Bamboo Toothbrush,3,396.99,1190.97,error: undefined method `first' for nil:NilClass
75,7/25/2024,75,Leonelle Cockney,Serbia,75,Clothing,Inflatable Pool Float,27,827.15,22333.05,error: undefined method `first' for nil:NilClass
76,7/26/2022,76,Melody Hazeman,Nigeria,76,Home Decor,French Bread,3,1510.96,4532.88,error: undefined method `first' for nil:NilClass
77,1/5/2020,77,Nona Paule,Poland,77,Clothing,Wireless Charger,7,118.98,832.86,error: undefined method `first' for nil:NilClass
78,5/1/2025,78,Paquito Tilne,Poland,78,Beauty Products,Kettle BBQ Grill,95,1996.42,189659.9,error: undefined method `first' for nil:NilClass
79,9/30/2023,79,Dilly Greenside,Brazil,79,Clothing,Mango Chunks,56,770.48,43146.88,error: undefined method `first' for nil:NilClass
80,10/12/2024,80,Annemarie Yesinin,Portugal,80,Home Decor,Printed Maxi Skirt,81,1947.87,157777.47,error: undefined method `first' for nil:NilClass
81,3/11/2021,81,Averill Newby,Bangladesh,81,Electronics,Spice Rack,55,513.12,28221.6,error: undefined method `first' for nil:NilClass
82,12/26/2026,82,Allyson Deller,China,82,Home Decor,Crispy Rice Treats,51,1790.57,91319.07,error: undefined method `first' for nil:NilClass
83,11/22/2025,83,Ashly Leverette,Peru,83,Clothing,Frozen Mixed Vegetables,85,966.5,82152.5,error: undefined method `first' for nil:NilClass
84,12/10/2025,84,Matilda Backhurst,Chad,84,Outdoor Gear,Sweet Chili Thai Sauce,17,1002.21,17037.57,error: undefined method `first' for nil:NilClass
85,3/30/2024,85,Waite Bransby,Angola,85,Pet Supplies,Honey-Balsamic Vinaigrette,1,775.7,775.7,error: undefined method `first' for nil:NilClass
86,4/5/2024,86,Garald Foat,Sweden,86,Home Decor,Pasta Maker Machine,58,546.52,31698.16,error: undefined method `first' for nil:NilClass
87,7/16/2024,87,Miran Bosence,Peru,87,Clothing,Pest Control Traps,57,1233.33,70299.81,error: undefined method `first' for nil:NilClass
88,4/6/2025,88,Mame Fellows,Sweden,88,Home Decor,Peach Mango Smoothie Mix,87,1588.81,138226.47,error: undefined method `first' for nil:NilClass
89,6/7/2023,89,Marijo Jerram,Russia,89,Outdoor Gear,Pet Food Storage Container,23,759.44,17467.12,error: undefined method `first' for nil:NilClass
90,4/30/2020,90,Tonya Keetch,Russia,90,Outdoor Gear,Multifunctional Baby Bottle Warmer,31,1836.18,56921.58,error: undefined method `first' for nil:NilClass
91,1/12/2021,91,Cyndy Brewerton,Cuba,91,Beauty Products,Miso Soup Starter,97,988.8,95913.6,error: undefined method `first' for nil:NilClass
92,3/8/2025,92,Evelin Brunstan,Christmas Island,92,Electronics,Canned Sardines,36,868.37,31261.32,error: undefined method `first' for nil:NilClass
93,2/23/2024,93,Shelbi Robeson,Russia,93,Clothing,Pet Training Pads,29,1111.3,32227.7,error: undefined method `first' for nil:NilClass
94,11/7/2023,94,Tawsha Schoenleiter,Colombia,94,Beauty Products,Gluten-Free Bread,78,57.59,4492.02,error: undefined method `first' for nil:NilClass
95,4/7/2023,95,Hatty Handy,Russia,95,Clothing,Classic Minestrone Soup,41,1736.98,71216.18,error: undefined method `first' for nil:NilClass
96,11/3/2023,96,Johnette Severwright,Thailand,96,Clothing,Baked Falafel,43,1019.02,43817.86,error: undefined method `first' for nil:NilClass
97,6/23/2024,97,Harlene Fassbender,Thailand,97,Home Decor,Roasted Garlic Pasta Sauce,54,1448.71,78230.34,error: undefined method `first' for nil:NilClass
98,10/3/2022,98,Rosene Shadwick,Czech Republic,98,Outdoor Gear,Coconut Curry Lentil Soup,69,487.27,33621.63,error: undefined method `first' for nil:NilClass
99,4/4/2021,99,Benny Roberto,Philippines,99,Pet Supplies,Spicy Beef Taco Mix,78,738.22,57581.16,error: undefined method `first' for nil:NilClass
100,8/28/2020,100,Bettine Piggins,Russia,100,Home Decor,Sliced Bread,17,415.77,7068.09,error: undefined method `first' for nil:NilClass
101,7/20/2023,101,Nicky Walewski,Armenia,101,Beauty Products,Cinnamon Ice Cream,82,264.03,21650.46,error: undefined method `first' for nil:NilClass
102,11/26/2022,102,Nonah Ebbitt,Russia,102,Pet Supplies,Rechargeable Battery Organizer,9,1303.29,11729.61,error: undefined method `first' for nil:NilClass
103,3/22/2024,103,Evita Scarisbrick,China,103,Beauty Products,Mixed Berry Smoothie Pack,92,1361.83,125288.36,error: undefined method `first' for nil:NilClass
104,3/7/2024,104,Row Knowlson,Poland,104,Beauty Products,Heat-Resistant Silicone Mat,95,1122.35,106623.25,error: undefined method `first' for nil:NilClass
105,5/3/2020,105,Titos Isacq,China,105,Pet Supplies,Honey Garlic Shrimp,73,997.65,72828.45,error: undefined method `first' for nil:NilClass
106,4/6/2025,106,Aharon Paydon,Brazil,106,Clothing,Compressed Towel Tablets,79,74.32,5871.28,error: undefined method `first' for nil:NilClass
107,9/5/2026,107,Ricky Bootherstone,Russia,107,Home Decor,Backpacking Tent,83,655.28,54388.24,error: undefined method `first' for nil:NilClass
108,10/13/2024,108,Arleta Scotchforth,China,108,Home Decor,Savory Mushroom Risotto,53,1167.19,61861.07,error: undefined method `first' for nil:NilClass
109,11/22/2021,109,Marti Abrehart,China,109,Outdoor Gear,Cable Knit Beanie,13,1751.06,22763.78,error: undefined method `first' for nil:NilClass
110,6/24/2025,110,Onfroi Robiot,Ukraine,110,Electronics,Cucumber,31,1312.15,40676.65,error: undefined method `first' for nil:NilClass
111,9/3/2026,111,Verla Duggan,United States,111,Pet Supplies,Fitness Foam Roller,5,973.39,4866.95,error: undefined method `first' for nil:NilClass
112,2/1/2024,112,Herculie MacLeod,China,112,Pet Supplies,Chili Garlic Sauce,78,1160.39,90510.42,error: undefined method `first' for nil:NilClass
113,4/13/2025,113,Law Nizet,Poland,113,Outdoor Gear,Memory Foam Pillow,98,1434.95,140625.1,error: undefined method `first' for nil:NilClass
114,2/25/2026,114,Galvan Marjanski,Czech Republic,114,Beauty Products,Lemon Dill Chicken Skewers,59,260.63,15377.17,error: undefined method `first' for nil:NilClass
115,11/8/2026,115,Peggi Hedman,Thailand,115,Clothing,Classic Black Trousers,72,1062.59,76506.48,error: undefined method `first' for nil:NilClass
116,11/20/2023,116,Henryetta Joskowicz,China,116,Pet Supplies,Smart WiFi Plug,70,877.52,61426.4,error: undefined method `first' for nil:NilClass
117,5/19/2025,117,Elisabetta Triggol,Paraguay,117,Outdoor Gear,Lentil Vegetable Curry,96,1170.56,112373.76,error: undefined method `first' for nil:NilClass
118,8/19/2024,118,Benn Durante,Japan,118,Pet Supplies,Professional Chef Knife,34,365.34,12421.56,error: undefined method `first' for nil:NilClass
119,12/16/2022,119,Averil Twidle,Afghanistan,119,Home Decor,Aeropress Coffee Maker,1,664.68,664.68,error: undefined method `first' for nil:NilClass
120,4/9/2021,120,Ferdy Savell,Russia,120,Clothing,Ice Cream Maker,57,362.48,20661.36,error: undefined method `first' for nil:NilClass
121,10/1/2025,121,Nicol Silvers,Indonesia,121,Outdoor Gear,Lentil Vegetable Curry,88,182.99,16103.12,error: undefined method `first' for nil:NilClass
122,11/3/2022,122,Lynett Whitecross,China,122,Outdoor Gear,Caramel Apple Taffy,84,804.79,67602.36,error: undefined method `first' for nil:NilClass
123,7/19/2026,123,Daron Roll,Honduras,123,Beauty Products,Casual Sneakers,40,273.25,10930,error: undefined method `first' for nil:NilClass
124,9/19/2026,124,Bone Hickenbottom,Sweden,124,Clothing,Wireless Induction Charger,23,150.6,3463.8,error: undefined method `first' for nil:NilClass
125,12/25/2026,125,Angela McLaine,China,125,Outdoor Gear,Electric Egg Cooker,44,1222.14,53774.16,error: undefined method `first' for nil:NilClass
126,5/1/2026,126,Garold Twigger,Iran,126,Clothing,Compressed Towel Tablets,33,1232.63,40676.79,error: undefined method `first' for nil:NilClass
127,4/6/2021,127,Reginald Colegate,China,127,Beauty Products,Digital Photo Frame,46,1600.11,73605.06,error: undefined method `first' for nil:NilClass
128,6/13/2023,128,Lanette Lowing,Norway,128,Clothing,Compact Digital Camera,22,1529.47,33648.34,error: undefined method `first' for nil:NilClass
129,9/11/2023,129,Melodie Bance,Malaysia,129,Beauty Products,Personal Blender with Cups,100,712.08,71208,error: undefined method `first' for nil:NilClass
130,7/26/2021,130,Jamill Shay,Canada,130,Home Decor,Chocolate Hazelnut Spread,54,1295.1,69935.4,error: undefined method `first' for nil:NilClass
131,6/4/2026,131,Rona Ginnaly,Brazil,131,Electronics,Californian Raisins,93,1348.18,125380.74,error: undefined method `first' for nil:NilClass
132,5/29/2022,132,Alvira Malpass,Russia,132,Pet Supplies,Elderberry Syrup,33,452,14916,error: undefined method `first' for nil:NilClass
133,9/2/2023,133,Lincoln Isakov,China,133,Beauty Products,Lentils,81,588.99,47708.19,error: undefined method `first' for nil:NilClass
134,12/3/2023,134,Alexander Petto,Uzbekistan,134,Beauty Products,Zucchini Noodle Pasta,65,385.44,25053.6,error: undefined method `first' for nil:NilClass
135,12/23/2022,135,Tommy Webley,Philippines,135,Outdoor Gear,Two-Tone Windbreaker,65,171.84,11169.6,error: undefined method `first' for nil:NilClass
136,12/1/2026,136,Gizela Fibbens,China,136,Electronics,Kids' Dinosaur-Themed Lunchbox,23,1498.76,34471.48,error: undefined method `first' for nil:NilClass
137,10/25/2020,137,Cori De Roberto,Honduras,137,Beauty Products,Pineapple Coconut Bars,84,826.48,69424.32,error: undefined method `first' for nil:NilClass
138,9/26/2023,138,Ashlin Perks,China,138,Outdoor Gear,Salsa Verde,68,728.73,49553.64,error: undefined method `first' for nil:NilClass
139,11/7/2023,139,Odo Blamphin,Cameroon,139,Outdoor Gear,Rechargeable Battery Organizer,27,808.99,21842.73,error: undefined method `first' for nil:NilClass
140,10/18/2026,140,Mag Mayler,China,140,Clothing,Noise-Canceling Earbuds,61,1566.65,95565.65,error: undefined method `first' for nil:NilClass
141,11/6/2026,141,Mathew Rosenstiel,Peru,141,Clothing,Personal Safety Alarm,77,1876.17,144465.09,error: undefined method `first' for nil:NilClass
142,10/26/2026,142,Miguela McCrorie,China,142,Home Decor,Mini Indoor Hydroponic Garden,74,1155.97,85541.78,error: undefined method `first' for nil:NilClass
143,11/7/2026,143,Muhammad Klaas,Canada,143,Home Decor,Pet Grooming Kit,35,451.52,15803.2,error: undefined method `first' for nil:NilClass
144,10/8/2022,144,Marcellus Scrowston,Indonesia,144,Electronics,Tailgating Set,84,1044.94,87774.96,error: undefined method `first' for nil:NilClass
145,6/27/2022,145,Benedicta Dinesen,Egypt,145,Pet Supplies,Handheld Vacuum,17,203.05,3451.85,error: undefined method `first' for nil:NilClass
146,6/19/2022,146,Lyda Shillito,Portugal,146,Outdoor Gear,Pumpkin Pie Spice,19,1450.12,27552.28,error: undefined method `first' for nil:NilClass
147,7/30/2026,147,Rooney Olligan,Nigeria,147,Home Decor,Electric Opener for Jars and Bottles,23,1350.82,31068.86,error: undefined method `first' for nil:NilClass
148,2/16/2020,148,Hermia Parzis,Indonesia,148,Pet Supplies,Granulated Sugar,42,1590.85,66815.7,error: undefined method `first' for nil:NilClass
149,5/2/2024,149,Flem Barnewille,Philippines,149,Outdoor Gear,Basil Pesto Pasta,90,534.07,48066.3,error: undefined method `first' for nil:NilClass
150,1/18/2025,150,Shellysheldon Hayen,Cameroon,150,Clothing,Pet Safety Harness,8,1214.5,9716,error: undefined method `first' for nil:NilClass
151,1/13/2021,151,Maurise Doyle,China,151,Clothing,Luxury Bathrobe,40,194.58,7783.2,error: undefined method `first' for nil:NilClass
152,2/17/2025,152,Skipp Beche,Vietnam,152,Pet Supplies,Herbal Tea Set,25,865.73,21643.25,error: undefined method `first' for nil:NilClass
153,11/22/2026,153,Tammie Hollow,China,153,Pet Supplies,Vacuum Sealer Machine,63,1229.49,77457.87,error: undefined method `first' for nil:NilClass
154,1/6/2021,154,Spence Barkworth,Russia,154,Clothing,Garden Tool Set with Carrying Bag,73,1150.21,83965.33,error: undefined method `first' for nil:NilClass
155,8/11/2021,155,Jodie Saben,Vietnam,155,Clothing,Portable Bluetooth Headphones,72,285.89,20584.08,error: undefined method `first' for nil:NilClass
156,11/12/2022,156,Candice Diehn,Egypt,156,Beauty Products,Collapsible Water Bottle,47,455.71,21418.37,error: undefined method `first' for nil:NilClass
157,9/4/2026,157,Garvy Guiduzzi,China,157,Pet Supplies,Folding Exercise Bike,35,1299.27,45474.45,error: undefined method `first' for nil:NilClass
158,5/6/2026,158,Erik Lympenie,Indonesia,158,Electronics,Kids' Art Supplies Kit,41,983.83,40337.03,error: undefined method `first' for nil:NilClass
159,11/11/2021,159,Carolee De Carteret,Vietnam,159,Electronics,Cinnamon Raisin Bagels,25,434.95,10873.75,error: undefined method `first' for nil:NilClass
160,12/8/2023,160,Stearne Fishley,Russia,160,Electronics,Mint Chocolate Chip Ice Cream,36,1665.36,59952.96,error: undefined method `first' for nil:NilClass
161,7/3/2026,161,Ardys Stormont,France,161,Outdoor Gear,Smart Thermostat with Wi-Fi,68,894.24,60808.32,error: undefined method `first' for nil:NilClass
162,3/17/2021,162,Ashien Fonzo,China,162,Pet Supplies,Reversible Swimming Pool Lounger,98,1211.2,118697.6,error: undefined method `first' for nil:NilClass
163,9/19/2020,163,Matthaeus Campa,Indonesia,163,Clothing,Multifunctional Pocket Tool,52,1548.67,80530.84,error: undefined method `first' for nil:NilClass
164,7/25/2025,164,Hilliary Sygroves,Philippines,164,Clothing,Cotton Sweatpants,40,1499.99,59999.6,error: undefined method `first' for nil:NilClass
165,3/1/2024,165,Horatia Whieldon,Faroe Islands,165,Outdoor Gear,Almond Quinoa Salad,37,610.82,22600.34,error: undefined method `first' for nil:NilClass
166,3/1/2026,166,Imogene Lamont,Brazil,166,Home Decor,USB-C Hub,67,254.29,17037.43,error: undefined method `first' for nil:NilClass
167,2/13/2020,167,Hayyim Roffey,Philippines,167,Clothing,Maple Cinnamon Granola,50,1533.12,76656,error: undefined method `first' for nil:NilClass
168,1/15/2020,168,Tim Ferries,China,168,Outdoor Gear,Portable Solar Camp Shower,52,436.39,22692.28,error: undefined method `first' for nil:NilClass
169,6/22/2023,169,Starlin Miko,China,169,Home Decor,Thermostatic Shower Valve Kit,23,1265.49,29106.27,error: undefined method `first' for nil:NilClass
170,7/10/2021,170,Sandra Ibbetson,Peru,170,Clothing,Organic Coconut Oil,28,1966.31,55056.68,error: undefined method `first' for nil:NilClass
171,9/27/2025,171,Arden Walewicz,Poland,171,Beauty Products,Plant-Based Protein Bars,70,280.95,19666.5,error: undefined method `first' for nil:NilClass
172,9/7/2022,172,Liv Bew,Portugal,172,Pet Supplies,Pet Food Storage Container,52,1660.06,86323.12,error: undefined method `first' for nil:NilClass
173,6/2/2025,173,Henderson Faherty,Indonesia,173,Electronics,Wrist Support Brace,54,1020.01,55080.54,error: undefined method `first' for nil:NilClass
174,9/6/2020,174,Ring Fanner,Russia,174,Clothing,Whipped Cream Cheese,3,818.2,2454.6,error: undefined method `first' for nil:NilClass
175,4/8/2020,175,Niccolo Paradise,China,175,Clothing,Yoga Mat,45,986.95,44412.75,error: undefined method `first' for nil:NilClass
176,3/29/2024,176,Keir Timbridge,United States,176,Beauty Products,Foot Massager Machine,42,1989.4,83554.8,error: undefined method `first' for nil:NilClass
177,4/7/2021,177,Bearnard Mountlow,China,177,Pet Supplies,Organic Coconut Water,49,515.03,25236.47,error: undefined method `first' for nil:NilClass
178,4/11/2020,178,Franny Fernie,Indonesia,178,Pet Supplies,Beef Tacos,70,1975.76,138303.2,error: undefined method `first' for nil:NilClass
179,8/2/2020,179,Ricki Reisk,Japan,179,Pet Supplies,Air Purifier,94,1954.66,183738.04,error: undefined method `first' for nil:NilClass
180,11/5/2021,180,Lily Sandland,Greece,180,Electronics,Car Diagnostic Scanner,81,733.85,59441.85,error: undefined method `first' for nil:NilClass
181,1/2/2025,181,Silvana Havik,Armenia,181,Pet Supplies,Garden Hoses with Expandable Features,98,1588.31,155654.38,error: undefined method `first' for nil:NilClass
182,9/8/2022,182,Ky Grosvener,China,182,Clothing,Sweet and Spicy Barbecue Sauce,5,282.41,1412.05,error: undefined method `first' for nil:NilClass
183,5/8/2022,183,Merilee Gowler,Samoa,183,Electronics,Rustic Italian Breads,46,1578.17,72595.82,error: undefined method `first' for nil:NilClass
184,5/26/2021,184,Eustacia Bellhanger,Poland,184,Home Decor,Chili Lime Seasoning,74,1382.94,102337.56,error: undefined method `first' for nil:NilClass
185,1/26/2026,185,Rustin Northin,Indonesia,185,Clothing,Pecan Nuts,77,1329.69,102386.13,error: undefined method `first' for nil:NilClass
186,10/11/2022,186,Paloma Chesser,Bulgaria,186,Outdoor Gear,Eco-Friendly Cleaning Cloths,30,697.15,20914.5,error: undefined method `first' for nil:NilClass
